Node	Node_Name	Node_Type
DOID:4307	polyradiculopathy	Disease
DOID:4308	polyradiculoneuropathy	Disease
DOID:431	myofascial pain syndrome	Disease
DOID:4313	epidermolysis bullosa acquisita	Disease
DOID:4322	pilar sheath acanthoma	Disease
DOID:4325	Ebola hemorrhagic fever	Disease
DOID:4329	Erdheim-Chester disease	Disease
DOID:4330	non-Langerhans-cell histiocytosis	Disease
DOID:4331	burning mouth syndrome	Disease
DOID:4333	parovarian cyst	Disease
DOID:4336	tinea favosa	Disease
DOID:4337	tinea capitis	Disease
DOID:4347	lymphocele	Disease
DOID:4362	cervical cancer	Disease
DOID:437	myasthenia gravis	Disease
DOID:4371	Schnitzler syndrome	Disease
DOID:4372	intracranial embolism	Disease
DOID:4376	milk allergy	Disease
DOID:4377	egg allergy	Disease
DOID:438	autoimmune disease of the nervous system	Disease
DOID:439	neuromuscular junction disease	Disease
DOID:4394	reticulohistiocytic granuloma	Disease
DOID:4398	pustulosis of palm and sole	Disease
DOID:440	neuromuscular disease	Disease
DOID:4404	occupational dermatitis	Disease
DOID:4407	phototoxic dermatitis	Disease
DOID:4409	folliculitis	Disease
DOID:4411	hepatitis E	Disease
DOID:4415	fibrous histiocytoma	Disease
DOID:4418	cutaneous fibrous histiocytoma	Disease
DOID:4424	juvenile xanthogranuloma	Disease
DOID:4428	dyslexia	Disease
DOID:4440	seminoma	Disease
DOID:4441	dysgerminoma	Disease
DOID:4447	cystoid macular edema	Disease
DOID:4449	macular retinal edema	Disease
DOID:445	Bartter disease	Disease
DOID:4450	renal cell carcinoma	Disease
DOID:446	primary hyperaldosteronism	Disease
DOID:4464	collecting duct carcinoma	Disease
DOID:4465	papillary renal cell carcinoma	Disease
DOID:4467	clear cell renal cell carcinoma	Disease
DOID:4468	clear cell adenocarcinoma	Disease
DOID:447	renal tubular transport disease	Disease
DOID:4471	chromophobe renal cell carcinoma	Disease
DOID:4473	sarcomatoid renal cell carcinoma	Disease
DOID:4479	pseudohypoaldosteronism	Disease
DOID:4480	achondroplasia	Disease
DOID:4481	allergic rhinitis	Disease
DOID:4483	rhinitis	Disease
DOID:4491	persian gulf syndrome	Disease
DOID:4492	avian influenza	Disease
DOID:450	myotonic disease	Disease
DOID:4501	orofaciodigital syndrome	Disease
DOID:452	pleomorphic adenoma	Disease
DOID:4531	mucoepidermoid carcinoma	Disease
DOID:4534	Hallermann-Streiff syndrome	Disease
DOID:4535	hypotrichosis	Disease
DOID:4540	dysgraphia	Disease
DOID:4541	nominal aphasia	Disease
DOID:4543	retrograde amnesia	Disease
DOID:4551	anus benign neoplasm	Disease
DOID:4552	large cell carcinoma	Disease
DOID:4558	Ludwig's angina	Disease
DOID:456	ascariasis	Disease
DOID:4562	subacute bacterial endocarditis	Disease
DOID:4587	benign meningioma	Disease
DOID:4588	secretory meningioma	Disease
DOID:4594	microcystic meningioma	Disease
DOID:4603	epidermolytic hyperkeratosis	Disease
DOID:4606	bile duct cancer	Disease
DOID:4607	biliary tract cancer	Disease
DOID:4608	common bile duct neoplasm	Disease
DOID:461	muscle benign neoplasm	Disease
DOID:4610	intestinal benign neoplasm	Disease
DOID:4613	ulnar neuropathy	Disease
DOID:4618	maxillary cancer	Disease
DOID:4621	holoprosencephaly	Disease
DOID:4624	Ollier disease	Disease
DOID:4627	ideomotor apraxia	Disease
DOID:4644	epidermolysis bullosa simplex	Disease
DOID:4645	retinal cancer	Disease
DOID:4648	familial retinoblastoma	Disease
DOID:4659	extracutaneous mastocytoma	Disease
DOID:4660	indolent systemic mastocytosis	Disease
DOID:4661	multiple chemical sensitivity	Disease
DOID:4662	thalamic disease	Disease
DOID:4674	androgen insensitivity syndrome	Disease
DOID:4676	uremia	Disease
DOID:4677	keratitis	Disease
DOID:468	intramuscular hemangioma	Disease
DOID:4692	endophthalmitis	Disease
DOID:4697	perineurioma	Disease
DOID:47	prostate disease	Disease
DOID:4702	mongolian spot	Disease
DOID:4706	infratentorial cancer	Disease
DOID:4723	intracranial hypotension	Disease
DOID:4724	brain edema	Disease
DOID:4730	vasomotor rhinitis	Disease
DOID:4731	atrophic rhinitis	Disease
DOID:4734	calciphylaxis	Disease
DOID:474	histiocytoid hemangioma	Disease
DOID:4744	placenta accreta	Disease
DOID:4751	striatonigral degeneration	Disease
DOID:4752	multiple system atrophy	Disease
DOID:4762	vasculogenic impotence	Disease
DOID:4765	pulmonary blastoma	Disease
DOID:4772	mesoblastic nephroma	Disease
DOID:4773	congenital mesoblastic nephroma	Disease
DOID:479	angiokeratoma	Disease
DOID:4790	medulloepithelioma	Disease
DOID:4794	ependymoblastoma	Disease
DOID:4796	space motion sickness	Disease
DOID:4798	aggressive systemic mastocytosis	Disease
DOID:48	male reproductive system disease	Disease
DOID:480	movement disease	Disease
DOID:4810	cerebrotendinous xanthomatosis	Disease
DOID:4817	ganglioneuroma	Disease
DOID:483	cavernous hemangioma	Disease
DOID:4830	adenosquamous carcinoma	Disease
DOID:4837	Gorham's disease	Disease
DOID:484	vascular hemostatic disease	Disease
DOID:4843	subependymal glioma	Disease
DOID:4844	benign ependymoma	Disease
DOID:4851	pilocytic astrocytoma	Disease
DOID:4866	salivary gland adenoid cystic carcinoma	Disease
DOID:4873	anterior horn cell disease	Disease
DOID:4885	Colorado tick fever	Disease
DOID:4889	lymph node tuberculosis	Disease
DOID:4890	juvenile myoclonic epilepsy	Disease
DOID:4897	bile duct carcinoma	Disease
DOID:4903	granular cell carcinoma	Disease
DOID:4908	anal carcinoma	Disease
DOID:4916	pituitary carcinoma	Disease
DOID:4926	bronchiolo-alveolar adenocarcinoma	Disease
DOID:4927	Klatskin's tumor	Disease
DOID:4928	intrahepatic cholangiocarcinoma	Disease
DOID:4929	tubular adenocarcinoma	Disease
DOID:4947	cholangiocarcinoma	Disease
DOID:4952	postpoliomyelitis syndrome	Disease
DOID:4953	poliomyelitis	Disease
DOID:4959	epidermolysis bullosa dystrophica	Disease
DOID:4960	bone marrow cancer	Disease
DOID:4961	bone marrow disease	Disease
DOID:4962	pericardial tuberculosis	Disease
DOID:4968	Nelson syndrome	Disease
DOID:4969	Gerstmann syndrome	Disease
DOID:4970	prosopagnosia	Disease
DOID:4971	myelofibrosis	Disease
DOID:4976	elephantiasis	Disease
DOID:4977	lymphedema	Disease
DOID:4988	alcoholic pancreatitis	Disease
DOID:4989	pancreatitis	Disease
DOID:4990	essential tremor	Disease
DOID:4992	optic nerve glioma	Disease
DOID:4997	Camurati-Engelmann disease	Disease
DOID:4998	trichorhinophalangeal syndrome type II	Disease
DOID:50	thyroid gland disease	Disease
DOID:5003	eunuchism	Disease
DOID:5032	pineal gland cancer	Disease
DOID:5039	myoblastoma	Disease
DOID:5041	esophageal cancer	Disease
DOID:5050	Ehrlich tumor carcinoma	Disease
DOID:5052	melioidosis	Disease
DOID:5062	phencyclidine abuse	Disease
DOID:5075	myxopapillary ependymoma	Disease
DOID:5076	mixed glioma	Disease
DOID:5077	subependymal giant cell astrocytoma	Disease
DOID:5078	ganglioglioma	Disease
DOID:5082	liver cirrhosis	Disease
DOID:5093	thoracic cancer	Disease
DOID:5101	auricular cancer	Disease
DOID:5112	swayback	Disease
DOID:5113	nutritional deficiency disease	Disease
DOID:5119	ovarian cyst	Disease
DOID:5138	leiomyomatosis	Disease
DOID:5151	plexiform neurofibroma	Disease
DOID:5154	borna disease	Disease
DOID:5158	pleural cancer	Disease
DOID:5160	arteriosclerosis obliterans	Disease
DOID:5162	arteriolosclerosis	Disease
DOID:519	aortitis	Disease
DOID:5199	ureteral obstruction	Disease
DOID:520	aortic disease	Disease
DOID:5212	congenital disorder of glycosylation	Disease
DOID:5213	chronic inflammatory demyelinating polyradiculoneuropathy	Disease
DOID:5222	acute necrotizing encephalitis	Disease
DOID:5223	infertility	Disease
DOID:5241	hemangioblastoma	Disease
DOID:525	central nervous system vasculitis	Disease
DOID:526	human immunodeficiency virus infectious disease	Disease
DOID:5264	epithelioid leiomyosarcoma	Disease
DOID:5268	myxoid leiomyosarcoma	Disease
DOID:528	hydrarthrosis	Disease
DOID:529	blepharospasm	Disease
DOID:5295	intestinal disease	Disease
DOID:530	eyelid disease	Disease
DOID:5327	retinal detachment	Disease
DOID:5330	dental pulp disease	Disease
DOID:5337	epulis	Disease
DOID:5338	gingival hypertrophy	Disease
DOID:5340	anterograde amnesia	Disease
DOID:5353	colonic disease	Disease
DOID:5363	myxoid liposarcoma	Disease
DOID:5364	pulmonary coin lesion	Disease
DOID:538	internuclear ophthalmoplegia	Disease
DOID:5381	bile duct adenoma	Disease
DOID:5389	oxyphilic adenoma	Disease
DOID:539	ophthalmoplegia	Disease
DOID:5392	acidophil adenoma	Disease
DOID:5394	prolactinoma	Disease
DOID:540	strabismus	Disease
DOID:5403	microcystic adenoma	Disease
DOID:5408	Paget's disease of bone	Disease
DOID:5409	lung small cell carcinoma	Disease
DOID:5425	ovarian hyperstimulation syndrome	Disease
DOID:5426	premature ovarian failure	Disease
DOID:543	dystonia	Disease
DOID:5434	scrapie	Disease
DOID:5435	variant Creutzfeldt-Jakob disease	Disease
DOID:5442	eccrine acrospiroma	Disease
DOID:5453	pulmonary venoocclusive disease	Disease
DOID:5463	cochlear disease	Disease
DOID:5467	conjunctival cancer	Disease
DOID:5485	synovial sarcoma	Disease
DOID:5500	cellular ependymoma	Disease
DOID:5502	lice infestation	Disease
DOID:5505	papillary ependymoma	Disease
DOID:552	pneumonia	Disease
DOID:5546	femoral cancer	Disease
DOID:5559	mediastinal cancer	Disease
DOID:5563	malignant teratoma	Disease
DOID:557	kidney disease	Disease
DOID:5572	Beckwith-Wiedemann syndrome	Disease
DOID:5574	VIPoma	Disease
DOID:5577	gastrinoma	Disease
DOID:5587	Volkmann contracture	Disease
DOID:5603	acute T cell leukemia	Disease
DOID:5608	dental pulp calcification	Disease
DOID:5612	spinal cancer	Disease
DOID:5614	eye disease	Disease
DOID:5656	cranial nerve disease	Disease
DOID:5672	large intestine cancer	Disease
DOID:5675	cribriform carcinoma	Disease
DOID:5679	retinal disease	Disease
DOID:5688	Werner syndrome	Disease
DOID:57	aortic valve insufficiency	Disease
DOID:5702	pleomorphic liposarcoma	Disease
DOID:571	median neuropathy	Disease
DOID:5723	optic atrophy	Disease
DOID:573	nerve compression syndrome	Disease
DOID:5733	salpingitis	Disease
DOID:574	peripheral nervous system disease	Disease
DOID:5759	sebaceous gland neoplasm	Disease
DOID:576	proteinuria	Disease
DOID:5766	pulmonary sclerosing hemangioma	Disease
DOID:5773	oral submucous fibrosis	Disease
DOID:5804	discrete subaortic stenosis	Disease
DOID:5805	subvalvular aortic stenosis	Disease
DOID:5812	MHC class II deficiency	Disease
DOID:582	hemoglobinuria	Disease
DOID:583	hemolytic anemia	Disease
DOID:5842	testis seminoma	Disease
DOID:5844	myocardial infarction	Disease
DOID:5845	anterolateral myocardial infarction	Disease
DOID:585	nephrolithiasis	Disease
DOID:5850	inferior myocardial infarction	Disease
DOID:5855	anteroseptal myocardial infarction	Disease
DOID:5870	eosinophilic pneumonia	Disease
DOID:5875	retroperitoneal cancer	Disease
DOID:589	congenital hemolytic anemia	Disease
DOID:5940	malignant peripheral nerve sheath tumor	Disease
DOID:5998	microglandular adenosis	Disease
DOID:6000	congestive heart failure	Disease
DOID:6050	esophageal disease	Disease
DOID:606	Brown-Sequard syndrome	Disease
DOID:607	paraplegia	Disease
DOID:6114	cerebral convexity meningioma	Disease
DOID:612	primary immunodeficiency disease	Disease
DOID:6128	gliomatosis cerebri	Disease
DOID:6132	bronchitis	Disease
DOID:614	lymphopenia	Disease
DOID:615	leukopenia	Disease
DOID:6193	epithelioid sarcoma	Disease
DOID:6195	conjunctivitis	Disease
DOID:6196	reactive arthritis	Disease
DOID:620	blood protein disease	Disease
DOID:6204	follicular adenoma	Disease
DOID:6255	growth hormone secreting pituitary adenoma	Disease
DOID:6262	follicular dendritic cell sarcoma	Disease
DOID:627	severe combined immunodeficiency	Disease
DOID:630	genetic disease	Disease
DOID:631	fibromyalgia	Disease
DOID:633	myositis	Disease
DOID:635	acquired immunodeficiency syndrome	Disease
DOID:636	central pontine myelinolysis	Disease
DOID:6364	migraine	Disease
DOID:6376	hypersplenism	Disease
DOID:639	acute disseminated encephalomyelitis	Disease
DOID:640	encephalomyelitis	Disease
DOID:6406	double outlet right ventricle	Disease
DOID:6419	tetralogy of Fallot	Disease
DOID:6420	pulmonary valve stenosis	Disease
DOID:643	progressive multifocal leukoencephalopathy	Disease
DOID:6432	pulmonary hypertension	Disease
DOID:6457	Cowden disease	Disease
DOID:646	viral encephalitis	Disease
DOID:648	kuru	Disease
DOID:649	prion disease	Disease
DOID:6498	seborrheic keratosis	Disease
DOID:65	connective tissue disease	Disease
DOID:6536	plasma cell neoplasm	Disease
DOID:654	overnutrition	Disease
DOID:6543	acne	Disease
DOID:6548	angiomatous meningioma	Disease
DOID:655	inherited metabolic disorder	Disease
DOID:657	adenoma	Disease
DOID:6576	childhood optic nerve glioma	Disease
DOID:6590	spondylitis	Disease
DOID:660	adrenal cortex cancer	Disease
DOID:6652	diffuse idiopathic skeletal hyperostosis	Disease
DOID:6676	Froelich syndrome	Disease
DOID:668	myositis ossificans	Disease
DOID:6682	spondylolisthesis	Disease
DOID:6692	Barre-Lieou syndrome	Disease
DOID:670	amphetamine abuse	Disease
DOID:6712	anterior spinal artery syndrome	Disease
DOID:6713	cerebrovascular disease	Disease
DOID:672	spleen cancer	Disease
DOID:6725	spinal stenosis	Disease
DOID:6726	fibrillary astrocytoma	Disease
DOID:674	cleft palate	Disease
DOID:678	progressive supranuclear palsy	Disease
DOID:679	basal ganglia disease	Disease
DOID:680	tauopathy	Disease
DOID:681	progressive bulbar palsy	Disease
DOID:6811	juvenile pilocytic astrocytoma	Disease
DOID:682	compartment syndrome	Disease
DOID:683	motor neuritis	Disease
DOID:6869	parasagittal meningioma	Disease
DOID:687	hepatoblastoma	Disease
DOID:688	embryonal cancer	Disease
DOID:6925	peroneal nerve paralysis	Disease
DOID:6929	retinal edema	Disease
DOID:693	dental enamel hypoplasia	Disease
DOID:6977	pancreatic cholera	Disease
DOID:698	dentin sensitivity	Disease
DOID:699	mitochondrial myopathy	Disease
DOID:700	mitochondrial metabolism disease	Disease
DOID:7005	gemistocytic astrocytoma	Disease
DOID:7007	childhood cerebral astrocytoma	Disease
DOID:7008	protoplasmic astrocytoma	Disease
DOID:7033	anisakiasis	Disease
DOID:705	Leber hereditary optic neuropathy	Disease
DOID:707	B-cell lymphoma	Disease
DOID:7147	ankylosing spondylitis	Disease
DOID:7148	rheumatoid arthritis	Disease
DOID:715	T-cell leukemia	Disease
DOID:7165	subacute thyroiditis	Disease
DOID:7166	thyroiditis	Disease
DOID:718	autoimmune hemolytic anemia	Disease
DOID:7188	autoimmune thyroiditis	Disease
DOID:7210	psammomatous meningioma	Disease
DOID:7211	fibrous meningioma	Disease
DOID:7212	meningothelial meningioma	Disease
DOID:7213	transitional meningioma	Disease
DOID:727	premenstrual tension	Disease
DOID:7280	congenital epulis	Disease
DOID:730	urethral benign neoplasm	Disease
DOID:7305	astroblastoma	Disease
DOID:731	urinary system benign neoplasm	Disease
DOID:732	urethral disease	Disease
DOID:734	urethra cancer	Disease
DOID:7365	Kimura disease	Disease
DOID:7398	cerebral primitive neuroectodermal tumor	Disease
DOID:74	hematopoietic system disease	Disease
DOID:7427	anthrax disease	Disease
DOID:7457	enterobiasis	Disease
DOID:746	adenomatoid tumor	Disease
DOID:7475	diverticulitis	Disease
DOID:7489	Osgood-Schlatter's disease	Disease
DOID:75	lymphatic system disease	Disease
DOID:750	peptic ulcer disease	Disease
DOID:752	peptic ulcer perforation	Disease
DOID:7551	gonorrhea	Disease
DOID:7558	glossopharyngeal motor neuropathy	Disease
DOID:758	situs inversus	Disease
DOID:76	stomach disease	Disease
DOID:7608	parathyroid adenoma	Disease
DOID:7633	macular holes	Disease
DOID:767	muscular atrophy	Disease
DOID:768	retinoblastoma	Disease
DOID:769	neuroblastoma	Disease
DOID:7693	abdominal aortic aneurysm	Disease
DOID:77	gastrointestinal system disease	Disease
DOID:7725	epilepsy with generalized tonic-clonic seizures	Disease
DOID:7765	Coats disease	Disease
DOID:780	placenta disease	Disease
DOID:784	chronic kidney disease	Disease
DOID:786	laryngeal disease	Disease
DOID:7880	luteoma	Disease
DOID:7894	mite infestation	Disease
DOID:790	ocular hypotension	Disease
DOID:7912	mixed oligodendroglioma-astrocytoma	Disease
DOID:799	varicose veins	Disease
DOID:7997	thyrotoxicosis	Disease
DOID:7998	hyperthyroidism	Disease
DOID:8007	Pancoast tumor	Disease
DOID:801	hemarthrosis	Disease
DOID:8057	olfactory groove meningioma	Disease
DOID:809	cocaine abuse	Disease
DOID:811	lipodystrophy	Disease
DOID:8125	osteochondrosis	Disease
DOID:813	septic arthritis	Disease
DOID:819	mediastinitis	Disease
DOID:820	myocarditis	Disease
DOID:823	periapical periodontitis	Disease
DOID:824	periodontitis	Disease
DOID:8283	peritonitis	Disease
DOID:8295	scabies	Disease
DOID:833	auditory system cancer	Disease
DOID:8337	appendicitis	Disease
DOID:8398	osteoarthritis	Disease
DOID:8399	trombiculiasis	Disease
DOID:84	osteochondritis dissecans	Disease
DOID:841	extrinsic allergic alveolitis	Disease
DOID:8432	polycythemia	Disease
DOID:8437	intestinal obstruction	Disease
DOID:8438	afferent loop syndrome	Disease
DOID:8439	postgastrectomy syndrome	Disease
DOID:8440	ileus	Disease
DOID:8442	paralytic ileus	Disease
DOID:8445	intestinal volvulus	Disease
DOID:8446	intussusception	Disease
DOID:8454	ariboflavinosis	Disease
DOID:8455	pyridoxine deficiency anemia	Disease
DOID:8456	choline deficiency disease	Disease
DOID:8457	pellagra	Disease
DOID:8461	Aicardi syndrome	Disease
DOID:8463	corneal ulcer	Disease
DOID:8465	retinoschisis	Disease
DOID:8466	retinal degeneration	Disease
DOID:8469	influenza	Disease
DOID:8472	localized scleroderma	Disease
DOID:8476	Whipple disease	Disease
DOID:8478	actinomycosis	Disease
DOID:848	arthritis	Disease
DOID:8483	retinal artery occlusion	Disease
DOID:8488	polyhydramnios	Disease
DOID:8499	night blindness	Disease
DOID:850	lung disease	Disease
DOID:8501	fundus dystrophy	Disease
DOID:8504	impetigo	Disease
DOID:8505	dermatitis herpetiformis	Disease
DOID:8506	bullous pemphigoid	Disease
DOID:8508	subcorneal pustular dermatosis	Disease
DOID:8515	Cor pulmonale	Disease
DOID:853	polymyalgia rheumatica	Disease
DOID:8533	hypopharynx cancer	Disease
DOID:8534	gastroesophageal reflux disease	Disease
DOID:8536	herpes zoster	Disease
DOID:8538	reticulosarcoma	Disease
DOID:854	collagen disease	Disease
DOID:8541	Sezary's disease	Disease
DOID:8543	Hodgkin's lymphoma, lymphocytic-histiocytic predominance	Disease
DOID:8544	chronic fatigue syndrome	Disease
DOID:8545	malignant hyperthermia	Disease
DOID:8552	chronic myeloid leukemia	Disease
DOID:8553	pyoderma gangrenosum	Disease
DOID:856	biotinidase deficiency	Disease
DOID:8564	lip cancer	Disease
DOID:8566	herpes simplex	Disease
DOID:8567	Hodgkin's lymphoma	Disease
DOID:8568	infectious mononucleosis	Disease
DOID:857	multiple carboxylase deficiency	Disease
DOID:8573	lichen nitidus	Disease
DOID:8577	ulcerative colitis	Disease
DOID:8580	malignant histiocytosis	Disease
DOID:8584	Burkitt lymphoma	Disease
DOID:8593	chronic monocytic leukemia	Disease
DOID:8596	scarlet fever	Disease
DOID:8616	Peyronie's disease	Disease
DOID:8619	recurrent hypersomnia	Disease
DOID:8622	measles	Disease
DOID:8628	Hodgkin's lymphoma, lymphocytic depletion	Disease
DOID:863	nervous system disease	Disease
DOID:8632	Kaposi's sarcoma	Disease
DOID:864	phlebitis	Disease
DOID:8643	duodenitis	Disease
DOID:8645	subacute delirium	Disease
DOID:8649	tongue cancer	Disease
DOID:865	vasculitis	Disease
DOID:8651	Hodgkin's granuloma	Disease
DOID:8654	Hodgkin's lymphoma, mixed cellularity	Disease
DOID:8659	chickenpox	Disease
DOID:8675	lymphosarcoma	Disease
DOID:8677	perinatal necrotizing enterocolitis	Disease
DOID:8681	paraneoplastic polyneuropathy	Disease
DOID:8683	myeloid sarcoma	Disease
DOID:869	cholesteatoma	Disease
DOID:8691	mycosis fungoides	Disease
DOID:8692	myeloid leukemia	Disease
DOID:8704	genital herpes	Disease
DOID:8712	neurofibromatosis	Disease
DOID:8717	decubitus ulcer	Disease
DOID:8719	in situ carcinoma	Disease
DOID:8725	vascular dementia	Disease
DOID:8736	smallpox	Disease
DOID:874	bacterial pneumonia	Disease
DOID:8741	seborrheic dermatitis	Disease
DOID:8743	erythema infectiosum	Disease
DOID:8757	gastric mucosal hypertrophy	Disease
DOID:876	pyomyositis	Disease
DOID:8771	contagious pustular dermatitis	Disease
DOID:8778	Crohn's disease	Disease
DOID:8781	rubella	Disease
DOID:8805	intermediate coronary syndrome	Disease
DOID:883	parasitic helminthiasis infectious disease	Disease
DOID:884	metagonimiasis	Disease
DOID:885	fascioliasis	Disease
DOID:8858	tonsil cancer	Disease
DOID:8864	acute monocytic leukemia	Disease
DOID:8866	actinic keratosis	Disease
DOID:8867	molluscum contagiosum	Disease
DOID:8869	neuromyelitis optica	Disease
DOID:888	fasciolopsiasis	Disease
DOID:8881	rosacea	Disease
DOID:8886	chorioretinitis	Disease
DOID:8892	pityriasis rosea	Disease
DOID:8893	psoriasis	Disease
DOID:890	mitochondrial encephalomyopathy	Disease
DOID:891	progressive myoclonus epilepsy	Disease
DOID:8924	autoimmune thrombocytopenic purpura	Disease
DOID:8927	learning disability	Disease
DOID:8929	atrophic gastritis	Disease
DOID:893	Wilson disease	Disease
DOID:8941	seborrheic infantile dermatitis	Disease
DOID:8947	diabetic retinopathy	Disease
DOID:8955	sideroblastic anemia	Disease
DOID:896	metal metabolism disorder	Disease
DOID:8970	subacute sclerosing panencephalitis	Disease
DOID:898	autosomal dominant polycystic kidney disease	Disease
DOID:8986	narcolepsy	Disease
DOID:899	choledochal cyst	Disease
DOID:8991	cervix uteri carcinoma in situ	Disease
DOID:8997	polycythemia vera	Disease
DOID:900	hepatopulmonary syndrome	Disease
DOID:9007	sudden infant death syndrome	Disease
DOID:9008	psoriatic arthritis	Disease
DOID:9036	parotid gland cancer	Disease
DOID:906	peroxisomal disease	Disease
DOID:9060	pityriasis versicolor	Disease
DOID:9065	leishmaniasis	Disease
DOID:9074	systemic lupus erythematosus	Disease
DOID:9080	macroglobulinemia	Disease
DOID:9088	parapsoriasis	Disease
DOID:9091	REM sleep behavior disorder	Disease
DOID:9111	cutaneous leishmaniasis	Disease
DOID:9119	acute myeloid leukemia	Disease
DOID:9120	amyloidosis	Disease
DOID:9123	eczema herpeticum	Disease
DOID:913	atrophic muscular disease	Disease
DOID:914	peliosis hepatis	Disease
DOID:9146	visceral leishmaniasis	Disease
DOID:9153	variola minor	Disease
DOID:9159	gas gangrene	Disease
DOID:9164	achalasia	Disease
DOID:9169	Wiskott-Aldrich syndrome	Disease
DOID:9181	amebiasis	Disease
DOID:9182	pemphigus	Disease
DOID:9192	dyskinesia of esophagus	Disease
DOID:92	speech disorder	Disease
DOID:9201	lichen planus	Disease
DOID:9206	Barrett's esophagus	Disease
DOID:9207	periodic limb movement disorder	Disease
DOID:9210	geniculate herpes zoster	Disease
DOID:9212	pityriasis rubra pilaris	Disease
DOID:9220	central sleep apnea	Disease
DOID:9230	pompholyx	Disease
DOID:9240	erythromelalgia	Disease
DOID:9245	Alagille syndrome	Disease
DOID:9246	cerebral amyloid angiopathy	Disease
DOID:9250	acrocallosal syndrome	Disease
DOID:9252	amino acid metabolic disorder	Disease
DOID:9253	gastrointestinal stromal tumor	Disease
DOID:9255	frontotemporal dementia	Disease
DOID:9256	colorectal cancer	Disease
DOID:9258	Waardenburg's syndrome	Disease
DOID:9261	nasopharynx carcinoma	Disease
DOID:9263	homocystinuria	Disease
DOID:9266	cystinuria	Disease
DOID:9267	urea cycle disorder	Disease
DOID:9268	glycine encephalopathy	Disease
DOID:9269	maple syrup urine disease	Disease
DOID:9270	alkaptonuria	Disease
DOID:9271	ornithine carbamoyltransferase deficiency	Disease
DOID:9273	citrullinemia	Disease
DOID:9274	hyperlysinemia	Disease
DOID:9277	primary cerebellar degeneration	Disease
DOID:9278	hyperargininemia	Disease
DOID:9279	hyperhomocysteinemia	Disease
DOID:9280	carbamoyl phosphate synthetase I deficiency disease	Disease
DOID:9281	phenylketonuria	Disease
DOID:9282	ocular hypertension	Disease
DOID:9286	priapism	Disease
DOID:9296	cleft lip	Disease
DOID:9297	lip disease	Disease
DOID:93	language disorder	Disease
DOID:930	orbital disease	Disease
DOID:9305	splenic tuberculosis	Disease
DOID:9306	mechanical strabismus	Disease
DOID:9307	rectal prolapse	Disease
DOID:9317	lymphangitis	Disease
DOID:9335	scotoma	Disease
DOID:934	viral infectious disease	Disease
DOID:9351	diabetes mellitus	Disease
DOID:9352	type 2 diabetes mellitus	Disease
DOID:936	brain disease	Disease
DOID:9362	status asthmaticus	Disease
DOID:9368	keratoconjunctivitis	Disease
DOID:9369	orbital plasma cell granuloma	Disease
DOID:9370	exophthalmos	Disease
DOID:9383	iridocyclitis	Disease
DOID:9392	tracheitis	Disease
DOID:9395	croup	Disease
DOID:9398	epiglottitis	Disease
DOID:9402	epididymitis	Disease
DOID:9406	hypopituitarism	Disease
DOID:9409	diabetes insipidus	Disease
DOID:9423	blepharitis	Disease
DOID:9427	hypertensive encephalopathy	Disease
DOID:9428	intracranial hypertension	Disease
DOID:9432	renal glycosuria	Disease
DOID:9446	cholangitis	Disease
DOID:9452	fatty liver disease	Disease
DOID:9455	lipid storage disease	Disease
DOID:946	dientamoebiasis	Disease
DOID:9467	nail-patella syndrome	Disease
DOID:9470	bacterial meningitis	Disease
DOID:9471	meningitis	Disease
DOID:9476	Sheehan syndrome	Disease
DOID:9477	pulmonary embolism	Disease
DOID:9478	postpartum depression	Disease
DOID:9487	Meckel's diverticulum	Disease
DOID:9498	pulmonary eosinophilia	Disease
DOID:950	dacryoadenitis	Disease
DOID:9500	leukocyte disease	Disease
DOID:9503	Loeffler syndrome	Disease
DOID:9505	cannabis abuse	Disease
DOID:9507	ethmoid sinusitis	Disease
DOID:9513	plasmacytic leukemia	Disease
DOID:9521	Laron syndrome	Disease
DOID:9531	latent syphilis	Disease
DOID:9537	Lassa fever	Disease
DOID:9538	multiple myeloma	Disease
DOID:9540	vascular skin disease	Disease
DOID:9553	adrenal gland disease	Disease
DOID:9561	nasopharyngeal disease	Disease
DOID:9562	primary ciliary dyskinesia	Disease
DOID:9563	bronchiectasis	Disease
DOID:9565	dextrocardia	Disease
DOID:9574	choanal atresia	Disease
DOID:9588	encephalitis	Disease
DOID:9597	Krukenberg carcinoma	Disease
DOID:9598	fasciitis	Disease
DOID:96	staphyloenterotoxemia	Disease
DOID:9600	plantar fasciitis	Disease
DOID:9602	necrotizing fasciitis	Disease
DOID:962	neurofibroma	Disease
DOID:9620	vesicoureteral reflux	Disease
DOID:9631	Pelger-Huet anomaly	Disease
DOID:9637	stomatitis	Disease
DOID:9643	babesiosis	Disease
DOID:9649	congenital nystagmus	Disease
DOID:9650	pathologic nystagmus	Disease
DOID:9651	systolic heart failure	Disease
DOID:9663	aphthous stomatitis	Disease
DOID:9667	placental abruption	Disease
DOID:9672	noma	Disease
DOID:9673	ulcerative stomatitis	Disease
DOID:9675	pulmonary emphysema	Disease
DOID:9681	cervical incompetence	Disease
DOID:9682	yellow fever	Disease
DOID:970	tenosynovitis	Disease
DOID:9700	bacterial conjunctivitis	Disease
DOID:971	tendinitis	Disease
DOID:9719	proliferative vitreoretinopathy	Disease
DOID:9726	vitreous detachment	Disease
DOID:9733	renal tuberculosis	Disease
